RESPNUM,CCGID,RUN,INTDATE,GATE,STRATA,PEAK,METHOD,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q4WIFI,Q5FLYPERYR,Q6TENURE,SAQ,Q7A_ART,Q7B_FOOD,Q7C_SHOPS,Q7D_SIGNS,Q7E_WALK,Q7F_SCREENS,Q7G_INFOARR,Q7H_INFODEP,Q7I_WIFI,Q7J_ROAD,Q7K_PARK,Q7L_AIRTRAIN,Q7M_LTPARK,Q7N_RENTAL,Q7O_WHOLE,Q8COM1,Q8COM2,Q8COM3,Q9A_CLNBOARD,Q9B_CLNAIRTRAIN,Q9C_CLNRENT,Q9D_CLNFOOD,Q9E_CLNBATH,Q9F_CLNWHOLE,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11A_USEWEB,Q11B_USESFOAPP,Q11C_USEOTHAPP,Q11D_USESOCMED,Q11E_USEWIFI,Q12COM1,Q12COM2,Q12COM3,Q13_WHEREDEPART,Q13_RATEGETTO,Q14A_FIND,Q14B_SECURITY,Q15_PROBLEMS,Q15COM1,Q15COM2,Q15COM3,Q16_REGION,Q17_CITY,Q17_ZIP,Q17_COUNTRY,HOME,Q18_AGE,Q19_SEX,Q20_INCOME,Q21_HIFLYER,Q22A_USESJC,Q22B_USEOAK,LANG,WEIGHT
65,80,"1,212",2,84,1,1,1,33,300,38,1,2,8:15 AM,10:30 AM,8,,,,,,7,10,,,,,,1,1,1,1,6,3,2,6,3,3,3,3,2,6,6,2,3,6,6,6,6,3,,,,3,6,6,6,3,3,,,,3,,,,2,2,2,2,1,4,,,5,3,3,3,1,37,,,0,,,,99,0,0,0,0,0,0,1,1.8708309999999999
66,81,"1,212",2,84,1,1,1,33,300,38,1,2,8:15 AM,10:30 AM,5,8,,,,,3,10,,,,,,2,1,1,2,3,4,2,5,5,5,4,4,3,6,6,4,4,4,4,6,6,4,,,,4,6,6,4,4,4,,,,4,,,,3,2,2,2,1,,,,11,6,3,6,2,,,,3,MARSING,"83,639",US,10,4,1,4,2,1,1,1,1.8708309999999999
67,82,"1,212",2,84,1,1,1,33,300,38,1,2,8:00 AM,10:30 AM,2,8,,,,,1,10,,,,,0,1,2,2,2,1,4,2,3,3,3,2,2,0,3,3,3,3,3,3,3,3,3,,,,4,4,4,4,4,4,,,,5,,,,1,1,1,1,1,,,,14,5,5,5,2,,,,2,SACRAMENTO,"95,843",US,10,3,2,2,1,2,2,1,1.8708309999999999
68,83,"1,212",2,84,1,1,1,33,300,38,1,2,8:20 AM,10:30 AM,8,,,,,,3,10,,,,,,2,2,1,2,1,4,2,6,4,6,6,6,6,6,6,6,6,6,6,6,6,4,,,,5,6,6,4,4,4,,,,5,4,,,3,3,3,3,3,,,,11,6,5,6,2,,,,3,HONOLULU,"96,815",US,10,5,1,2,2,2,2,1,1.8708309999999999
"2,836","3,412","2,002",10,54,1,2,1,36,202,18,3,4,6:35 AM,7:30 AM,4,8,,,,,2,10,,,,,,1,0,0,0,3,2,2,5,4,3,4,4,4,4,4,3,4,4,4,5,3,4,,,,0,0,0,0,0,0,,,,5,,,,3,3,3,3,3,,,,6,5,4,5,0,,,,1,,,US,90,3,1,3,2,2,2,1,1.222456
69,84,"1,212",2,84,1,1,1,33,300,38,1,2,9:00 AM,10:30 AM,2,8,,,,,3,10,,,,,,2,2,1,1,1,1,2,5,5,3,3,4,4,3,3,1,6,6,6,6,6,3,,,,3,6,6,4,3,3,,,,3,,,,2,2,2,2,2,,,,11,6,3,6,2,,,,3,,,US,12,3,0,0,2,2,2,1,1.8708309999999999
70,85,"1,212",2,84,1,1,1,33,300,38,1,2,9:15 AM,10:30 AM,2,8,,,,,3,10,,,,,,2,2,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,11,4,4,4,2,,,,3,,,US,10,3,2,2,3,2,2,1,1.8708309999999999
71,65,"1,211",2,68,1,1,1,33,864,39,3,4,6:45 AM,9:01 AM,3,8,,,,,3,10,,,,,,2,1,1,2,1,1,1,6,3,3,2,1,4,3,3,6,6,6,6,6,6,3,,,,4,6,6,3,6,3,,,,4,,,,2,2,2,2,2,,,,11,3,2,6,2,,,,3,SARASOTA,"34,234",US,12,4,1,2,2,2,2,1,1.8708309999999999
72,66,"1,211",2,68,1,1,1,33,864,39,3,4,6:50 AM,9:01 AM,2,8,,,,,3,10,,,,,,2,1,1,1,3,4,2,4,4,3,4,4,4,2,2,4,6,6,4,6,6,4,907,,,4,4,6,3,4,4,,,,5,1,,,2,2,2,2,1,,,,11,4,4,4,2,,,,3,MEDFORD,"97,504",US,10,7,1,4,2,2,1,1,1.8708309999999999
73,67,"1,211",2,68,1,1,1,33,864,39,3,4,7:30 AM,9:01 AM,2,8,,,,,1,10,,,,,0,0,0,3,0,3,4,2,5,4,4,4,5,5,5,5,3,5,6,6,5,5,4,271,,,4,4,4,4,4,4,,,,5,1,,,2,2,2,1,1,3,,,7,4,5,5,2,,,,1,LOS ALTOS,"94,024",US,4,1,1,0,2,2,2,1,1.8708309999999999
74,68,"1,211",2,68,1,1,1,33,864,39,3,4,7:30 AM,9:01 AM,2,8,,,,,3,10,,,,,,2,1,1,1,1,4,1,5,4,4,4,4,4,6,6,6,6,6,6,6,6,4,,,,3,6,6,4,3,3,,,,4,5,,,2,2,2,2,1,4,,,11,0,5,5,2,,,,3,SANTA BARBARA,"93,105",US,10,7,2,2,2,2,2,1,1.8708309999999999
75,69,"1,211",2,68,1,1,1,33,864,39,3,4,7:30 AM,9:01 AM,3,8,,,,,2,10,,,,,,1,1,2,1,3,4,1,5,6,4,5,5,4,0,3,3,3,4,5,4,6,5,123,129,,4,5,6,3,4,4,,,,4,,,,2,2,2,2,1,,,,7,3,5,4,2,,,,1,MOUNTAIN VIEW,"94,040",US,4,6,2,0,2,1,1,1,1.8708309999999999
76,70,"1,211",2,68,1,1,1,33,864,39,3,4,7:30 AM,9:01 AM,1,8,,,,,2,10,,,,,,2,1,2,2,3,1,2,4,3,4,4,4,4,3,3,6,4,4,6,3,6,0,127,,,5,6,6,3,4,4,,,,4,,,,1,2,2,2,2,,,,1,5,5,5,2,,,,1,LIVERMORE,"94,551",US,3,3,2,0,2,2,1,1,1.8708309999999999
77,71,"1,211",2,68,1,1,1,33,864,39,3,4,7:15 AM,9:01 AM,2,8,,,,,3,10,,,,,,0,0,1,0,2,4,2,3,4,4,5,5,5,3,3,4,5,6,4,6,6,5,910,,,5,6,6,5,3,4,,,,5,,,,2,2,2,2,1,,,,11,5,3,3,2,,,,2,MCKINLEYVILLE,"95,519",US,10,5,2,0,0,2,2,1,1.8708309999999999
78,72,"1,211",2,68,1,1,1,33,864,39,3,4,N,9:01 AM,2,8,,,,,7,10,,,,,,1,1,1,1,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,15,3,4,4,2,,,,2,DENAIR,"95,316",US,10,3,1,0,2,1,1,1,1.8708309999999999
79,73,"1,211",2,68,1,1,1,33,864,39,3,4,7:30 AM,9:01 AM,3,8,,,,,3,10,,,,,,0,0,1,0,2,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,,,,3,3,0,3,4,3,,,,5,5,,,0,0,0,0,0,,,,11,4,4,0,2,,,,3,LOUISVILLE,"40,299",US,11,6,2,3,2,2,2,1,1.8708309999999999
81,111,"1,714",7,52,2,2,1,36,210,18,3,4,3:15 PM,4:00 PM,1,8,,,,,7,10,,,,,,2,1,2,1,3,1,1,4,4,4,5,5,5,3,3,3,4,4,3,3,4,4,219,,,4,4,4,4,4,4,87,,,5,96,1,,1,2,1,2,1,7,,,6,5,5,5,2,,,,3,CHICAGO,"60,610",US,11,5,1,3,1,2,1,1,1.222456
82,112,"1,714",7,52,2,2,1,36,210,18,3,4,3:15 PM,4:00 PM,1,8,,,,,4,10,,,,,,2,1,1,2,4,3,1,4,4,4,4,4,4,6,6,6,3,4,4,3,4,4,,,,4,4,4,4,4,4,,,,4,1,,,1,1,1,2,1,2,,,7,5,5,5,2,,,,1,,,US,90,0,1,0,1,1,2,1,1.222456
83,113,"1,714",7,52,2,2,1,36,210,18,3,4,3:00 PM,4:00 PM,2,8,,,,,6,10,,,,,,1,1,2,2,2,1,1,6,6,4,4,5,5,6,6,6,6,6,6,6,6,4,1,,,5,6,6,6,4,5,,,,4,8,5,,2,2,2,2,2,,,,3,5,4,3,1,4,,,1,MARIN,"94,444",US,6,5,1,4,1,2,2,1,1.222456
84,114,"1,714",7,52,2,2,1,36,210,18,3,4,2:00 PM,4:00 PM,5,8,,,,,7,10,,,,,,2,1,1,2,3,1,1,6,4,4,4,4,4,4,4,4,6,6,6,6,6,4,1,3,,5,6,6,4,4,4,,,,3,16,,,2,2,2,2,2,,,,6,5,5,5,2,,,,3,CHICAGO,"60,652",US,11,5,2,3,2,2,2,1,1.222456
85,115,"1,714",7,52,2,2,1,36,210,18,3,4,1:10 PM,4:00 PM,1,8,,,,,1,10,,,,,3,2,1,1,2,5,4,1,4,4,4,5,5,5,6,6,4,4,4,4,4,3,4,,,,5,5,5,5,5,5,87,,,4,1,,,1,3,2,2,1,9,,,6,4,5,4,2,,,,1,,,US,90,5,1,0,1,1,2,1,1.222456
86,116,"1,714",7,52,2,2,1,36,210,18,3,4,1:30 PM,4:00 PM,2,8,,,,,2,10,,,,,,1,2,2,2,3,3,1,4,3,4,4,4,5,3,3,4,4,6,4,6,6,4,204,,,5,5,6,5,4,5,,,,4,4,1,,1,2,2,2,1,2,10,,5,5,5,5,2,,,,1,SAN FRANCISCO,"94,109",US,1,4,2,2,2,2,1,1,1.222456
121,226,"2,102",11,87,1,1,1,33,"1,683",21,3,2,8:45 AM,10:43 AM,1,8,,,,,3,10,,,,,,2,1,2,1,4,4,1,5,4,3,4,4,4,6,6,4,6,6,6,6,6,5,,,,4,6,6,4,4,4,,,,5,1,,,2,2,2,2,1,,,,11,0,5,6,2,,,,3,LORAIN,"44,055",US,11,5,1,3,1,1,2,1,1.8708309999999999
87,117,"1,714",7,52,2,2,1,36,210,18,3,4,2:15 PM,4:00 PM,3,8,,,,,3,10,,,,,,2,2,2,1,1,1,1,3,6,6,4,5,4,6,6,4,6,6,6,6,6,3,,,,4,6,6,6,4,4,,,,4,3,,,1,2,2,2,1,7,9,,11,3,3,6,2,,,,3,SEATTLE,"98,106",US,10,2,1,2,2,2,2,1,1.222456
88,118,"1,714",7,52,2,2,1,36,210,18,3,4,3:00 PM,4:00 PM,1,8,,,,,8,10,,,,,,2,1,1,1,4,3,2,5,4,4,5,5,4,6,6,3,3,3,3,3,3,4,87,1,,4,4,4,4,4,4,,,,3,,,,3,2,1,2,1,,,,8,3,5,4,1,10,,,3,CHICAGO,"60,602",US,11,5,2,0,3,2,1,1,1.222456
89,119,"1,715",7,58,3,2,1,8,"2,246",50,1,4,2:45 PM,5:25 PM,3,8,,,,,4,10,,,,,,2,1,2,1,2,2,1,4,3,3,4,4,3,6,6,4,3,6,6,6,6,3,1,27,3,4,4,4,4,4,4,,,,0,20,,,2,2,2,2,1,2,,,5,3,3,3,2,,,,3,LOS ANGELES,"90,043",US,10,3,2,1,2,2,1,1,1.222456
90,120,"1,715",7,58,3,2,1,8,"2,246",50,1,4,3:30 PM,5:25 PM,2,8,,,,,3,10,,,,,,1,2,2,2,1,1,1,6,6,6,4,6,4,6,6,6,6,6,6,6,6,4,160,,,4,6,6,6,6,4,,,,5,7,,,2,2,2,2,2,,,,11,3,3,3,2,,,,3,STOCKHOLM,,SWEDEN,15,2,1,2,3,2,2,1,1.222456
91,121,"1,715",7,58,3,2,1,8,"2,246",50,1,4,3:00 PM,5:25 PM,2,8,,,,,5,10,,,,,,1,1,2,1,3,2,1,4,3,4,5,4,5,6,4,4,6,6,4,6,6,4,900,,,5,5,6,3,5,5,,,,4,5,,,1,2,2,2,1,,,,5,5,5,5,2,,,,3,BOSTON,"2,130",US,12,2,2,1,2,2,2,1,1.222456
92,122,"1,715",7,58,3,2,1,8,"2,246",50,1,4,2:20 PM,5:25 PM,3,8,,,,,2,10,,,,,,1,2,2,2,2,1,1,6,6,6,4,4,4,6,6,6,6,6,6,6,6,4,900,,,5,6,6,6,6,5,,,,4,5,3,,2,2,2,2,2,,,,2,4,4,4,2,,,,3,ORANGE,"92,865",US,10,3,1,2,2,2,1,1,1.222456
93,123,"1,715",7,58,3,2,1,8,"2,246",50,1,4,4:15 PM,5:25 PM,1,8,,,,,7,10,,,,,,2,1,1,1,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,900,,,4,4,4,4,4,4,,,,5,96,2,,1,1,1,2,1,9,,,5,5,5,5,2,,,,2,SILVER LAKE,"96,026",US,10,5,1,0,1,1,1,1,1.222456
94,124,"1,715",7,58,3,2,1,8,"2,246",50,1,4,4:00 PM,5:25 PM,2,8,,,,,5,10,,,,,,1,1,1,1,1,1,1,5,3,3,4,5,4,3,3,3,6,6,6,6,6,4,900,1,204,4,6,6,4,5,4,,,,5,2,,,1,2,1,2,1,3,,,6,5,5,3,2,,,,3,RIVERSIDE,"92,501",US,10,4,1,2,2,2,2,1,1.222456
95,125,"1,715",7,58,3,2,1,8,"2,246",50,1,4,3:25 PM,5:25 PM,1,8,,,,,6,10,,,,,,2,1,1,1,5,3,1,5,4,5,5,5,5,5,5,5,5,3,4,4,4,4,87,,,4,4,4,4,4,4,87,,,5,96,5,,1,1,1,2,1,,,,9,5,5,5,2,,,,1,SONOMA,"95,476",US,7,7,2,0,1,2,2,1,1.222456
96,126,"1,715",7,58,3,2,1,8,"2,246",50,1,4,3:00 PM,5:25 PM,1,8,,,,,2,10,,,,,,2,1,1,1,1,2,2,4,4,4,4,5,5,6,6,4,6,6,6,6,6,4,,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,2,,,,7,0,5,5,3,,,,3,LOS ANGELES,"90,063",US,10,5,0,5,2,1,2,1,1.222456
97,105,"1,713",7,56,2,2,1,8,741,50,1,4,12:15 PM,2:30 PM,1,8,,,,,4,10,,,,,,2,2,1,1,3,1,1,4,4,3,5,5,5,6,6,5,4,6,6,6,4,4,1,208,,5,5,5,5,5,5,,,,4,4,1,,1,2,1,2,1,9,2,,12,4,4,4,2,,,,2,STOCKTON,"95,201",US,10,3,1,1,2,2,1,1,1.222456
98,106,"1,713",7,56,2,2,1,8,741,50,1,4,11:45 AM,2:30 PM,2,8,,,,,2,10,,,,,,1,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,26,,,2,2,2,2,1,8,,,6,5,5,5,2,,,,3,MANCHESTER,,ENGLAND,15,2,2,5,2,2,2,1,1.222456
99,107,"1,713",7,56,2,2,1,8,741,50,1,4,12:00 PM,2:30 PM,2,8,,,,,2,10,,,,,,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,,,,5,6,6,5,5,5,,,,5,2,,,2,2,2,2,2,,,,5,5,5,4,2,,,,3,MANCHESTER,,ENGLAND,15,7,2,2,2,2,2,1,1.222456
100,108,"1,713",7,56,2,2,1,8,741,50,1,4,12:00 AM,2:30 PM,2,8,,,,,7,10,,,,,,0,0,0,1,1,1,2,5,5,5,5,5,5,3,3,4,6,6,6,6,6,3,,,,4,6,6,4,4,4,,,,4,99,,,1,2,3,2,1,,,,10,5,5,5,2,,,,3,,,,99,0,0,0,0,0,0,1,1.222456
101,109,"1,713",7,56,2,2,1,8,741,50,1,4,12:00 AM,2:30 PM,1,8,,,,,5,10,,,,,,1,1,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,,,,0,0,0,0,0,,,,12,0,0,0,0,,,,0,,,,99,0,0,0,0,0,0,1,1.222456
102,110,"1,713",7,56,2,2,1,8,741,50,1,4,12:00 PM,2:30 PM,6,8,,,,,2,10,,,,,,1,1,1,1,2,2,2,5,5,5,5,5,5,6,6,5,4,6,6,6,6,4,,,,5,6,6,5,5,5,,,,4,,,,1,2,2,2,1,,,,5,5,5,5,2,,,,1,SAN FRANCISCO,"94,124",US,1,2,1,3,2,2,2,1,1.222456
103,27,"1,203",2,37,1,1,1,33,"5,420",70,1,1,7:30 AM,9:01 AM,2,8,,,,,1,10,,,,,4,1,2,1,2,3,4,1,6,3,5,5,5,5,6,6,4,5,5,6,5,6,4,910,,,4,6,6,2,4,4,,,,4,2,,,2,2,2,2,2,,,,7,4,4,5,2,,,,1,SAN JOSE,"95,110",US,4,6,2,3,2,1,2,1,0.89216700000000004
175,322,"1,407",4,90,3,2,1,33,478,74,1,2,4:30 PM,5:50 PM,2,8,,,,,3,10,,,,,,2,2,1,2,1,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,11,0,5,6,2,,,,3,HOUSTON,,US,11,6,2,3,2,2,2,1,1.8708309999999999
104,28,"1,203",2,37,1,1,1,33,"5,420",70,1,1,7:00 AM,9:01 AM,2,8,,,,,3,10,,,,,,2,1,2,2,2,1,1,6,6,5,4,4,5,6,6,6,6,6,6,6,6,3,127,,,3,6,6,6,6,5,,,,5,5,,,2,2,2,2,2,,,,11,4,4,6,2,,,,3,WALLA WALLA,"99,362",US,10,4,2,2,2,2,2,1,0.89216700000000004
105,29,"1,203",2,37,1,1,1,33,"5,420",70,1,1,7:45 AM,9:01 AM,2,8,,,,,3,10,,,,,,2,1,1,2,1,1,1,6,6,6,6,6,5,6,6,6,6,6,6,3,6,5,,,,5,6,6,6,5,5,,,,5,1,,,2,2,2,2,2,,,,11,5,5,6,2,,,,3,BERNVILLE,"19,506",US,12,7,2,3,2,2,2,1,0.89216700000000004
106,30,"1,203",2,37,1,1,1,33,"5,420",70,1,1,7:30 AM,9:01 AM,1,8,,,,,3,10,,,,,,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,3,9,,,2,2,2,2,2,,,,11,4,1,6,1,3,,,3,COMPTON,"90,704",US,10,3,1,1,2,2,2,1,0.89216700000000004
107,31,"1,203",2,37,1,1,1,33,"5,420",70,1,1,7:30 AM,9:01 AM,1,8,,,,,2,10,,,,,,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,7,5,4,4,2,,,,1,SAN JOSE,"95,121",US,4,6,1,2,2,1,0,1,0.89216700000000004
108,97,"1,712",7,57,2,1,1,8,16,61,2,4,10:30 AM,12:55 PM,3,8,,,,,3,10,,,,,,1,1,2,2,1,4,1,5,3,4,5,5,5,3,3,6,5,4,6,4,4,4,41,,,4,6,4,4,4,4,,,,4,5,,,2,2,2,2,1,8,,,11,1,4,4,1,10,,,2,APTOS,"95,003",US,10,4,1,0,2,1,2,1,1.222456
109,98,"1,712",7,57,2,1,1,8,16,61,2,4,11:10 AM,12:55 PM,1,8,,,,,4,10,,,,,,1,1,1,2,1,4,1,3,3,3,5,5,4,6,6,6,6,6,6,6,6,4,3,,,5,6,6,5,5,5,,,,4,8,,,2,2,2,2,2,8,,,5,5,5,3,2,,,,3,,,ENGLAND,15,4,2,0,2,2,2,1,1.222456
110,99,"1,712",7,57,2,1,1,8,16,61,2,4,10:15 AM,12:55 PM,3,8,,,,,7,10,,,,,,1,1,1,2,1,4,1,6,6,3,5,5,5,5,5,6,6,6,6,6,6,5,,,,5,6,6,6,5,5,,,,5,4,,,2,2,2,2,2,,,,6,5,5,5,2,,,,3,RIDGEFIELD,"6,877",US,12,5,1,2,2,2,1,1,1.222456
111,100,"1,712",7,57,2,1,1,8,16,61,2,4,11:00 AM,12:55 PM,1,2,8,,,,4,10,,,,,,2,1,1,2,2,4,1,4,4,4,5,5,5,6,6,1,6,6,6,6,6,4,204,,,5,6,6,6,5,5,,,,5,5,4,,2,2,1,2,3,,,,5,5,5,5,2,,,,3,NEW YORK CITY,"10,022",US,12,6,1,3,2,2,1,1,1.222456
112,101,"1,712",7,57,2,1,1,8,16,61,2,4,10:00 AM,12:55 PM,3,8,,,,,2,10,,,,,,1,1,1,2,1,1,1,6,4,4,5,5,5,6,6,3,6,6,6,6,6,4,900,,,5,6,6,5,5,5,,,,4,2,,,1,2,2,2,1,,,,5,5,5,5,2,,,,3,AGAWAM,"1,001",US,12,3,2,1,2,2,2,1,1.222456
113,102,"1,712",7,57,2,1,1,8,16,61,2,4,10:30 AM,12:55 PM,2,8,,,,,3,10,,,,,,2,2,2,2,1,1,1,6,6,6,4,4,5,6,4,6,6,6,6,6,6,4,900,,,5,6,6,6,5,5,,,,5,5,,,1,2,2,2,2,,,,11,5,4,6,2,,,,3,TOKYO,,JAPAN,16,2,2,0,2,2,2,1,1.222456
114,103,"1,712",7,57,2,1,1,8,16,61,2,4,12:00 AM,12:55 PM,2,8,,,,,6,10,,,,,,1,1,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,,,,4,6,6,5,5,5,,,,3,,,,1,3,3,3,1,,,,8,4,4,4,3,,,,3,,,,99,0,0,0,0,0,0,1,1.222456
115,104,"1,712",7,57,2,1,1,8,16,61,2,4,12:00 AM,12:55 PM,5,8,,,,,4,10,,,,,,2,1,1,1,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,4,,,,1,1,1,2,1,,,,5,5,5,5,2,,,,3,,,,99,5,1,0,1,1,1,1,1.222456
116,221,"2,102",11,87,1,1,1,33,"1,683",21,3,2,7:45 AM,10:43 AM,1,8,,,,,7,10,,,,,,2,1,2,1,2,3,1,5,6,5,3,4,5,6,5,5,6,6,6,6,6,5,,,,5,6,6,6,5,5,,,,5,6,,,1,2,2,2,1,,,,5,5,4,5,2,,,,3,CLEVELAND,"44,128",US,11,6,1,4,2,1,2,1,1.8708309999999999
117,222,"2,102",11,87,1,1,1,33,"1,683",21,3,2,5:30 AM,10:43 AM,2,8,,,,,4,10,,,,,,2,2,2,2,1,1,1,5,6,6,4,5,5,6,6,6,6,6,6,6,6,5,,,,5,6,6,6,6,4,,,,5,12,,,2,2,2,2,2,,,,5,4,5,5,2,,,,3,BAY VILLAGE,"44,140",US,11,6,1,3,2,2,2,1,1.8708309999999999
118,223,"2,102",11,87,1,1,1,33,"1,683",21,3,2,6:30 AM,10:43 AM,3,6,8,,,,3,10,,,,,,2,2,2,2,1,1,1,3,1,6,1,4,3,6,6,6,6,6,6,6,6,4,181,,,5,6,6,6,5,4,,,,4,1,,,2,2,2,2,2,,,,11,0,1,6,0,,,,3,VENETA,"97,487",US,10,4,2,1,2,2,2,1,1.8708309999999999
119,224,"2,102",11,87,2,1,1,33,"1,683",21,3,2,7:20 AM,10:43 AM,2,8,,,,,3,10,,,,,,2,2,1,2,1,3,1,4,6,6,5,4,4,6,6,6,6,6,6,6,6,4,,,,5,6,6,6,3,4,,,,5,2,,,2,2,2,2,2,,,,11,0,5,6,2,,,,3,INDEPENDENCE,"44,131",US,11,5,2,3,2,1,2,1,1.8708309999999999
120,225,"2,102",11,87,1,1,1,33,"1,683",21,3,2,8:15 AM,10:43 AM,3,8,,,,,3,10,,,,,,2,2,1,1,3,4,2,3,4,6,2,4,4,6,6,5,6,6,6,6,6,4,176,,,4,6,6,3,3,3,,,,5,1,,,2,2,2,2,1,,,,11,0,3,6,1,,,,3,KENNEWICK,"99,338",US,10,4,1,4,2,2,2,1,1.8708309999999999
122,227,"2,102",11,87,1,1,1,33,"1,683",21,3,2,8:45 AM,10:43 AM,3,8,,,,,3,10,,,,,,2,2,1,1,1,1,1,5,2,6,4,5,3,6,6,5,6,6,6,6,6,4,8,,,5,6,6,4,5,5,,,,5,12,,,2,2,2,2,1,,,,11,0,5,6,2,,,,3,SAN DIEGO,"92,128",US,10,6,2,1,1,2,2,1,1.8708309999999999
123,228,"2,102",11,87,1,1,1,33,"1,683",21,3,2,4:30 AM,10:43 AM,2,8,,,,,3,10,,,,,,0,1,1,0,2,2,2,3,4,4,3,3,4,4,4,4,6,6,6,6,6,4,,,,5,0,5,5,5,5,,,,4,,,,2,2,2,2,1,,,,11,4,5,5,2,,,,3,ROCKY RIVER,"44,116",US,11,4,2,2,2,2,2,1,1.8708309999999999
124,229,"2,102",11,87,1,1,1,33,"1,683",21,3,2,8:00 AM,10:43 AM,2,8,,,,,4,10,,,,,,1,2,1,2,1,4,2,5,4,6,5,5,5,6,6,6,6,6,6,6,6,5,,,,5,6,6,3,3,4,,,,5,,,,2,2,2,2,2,,,,5,4,4,4,2,,,,3,STRONGSVILLE,"44,136",US,11,7,2,2,2,2,2,1,1.8708309999999999
125,230,"2,102",11,87,1,1,1,33,"1,683",21,3,2,8:30 AM,10:43 AM,1,8,,,,,12,10,,,,,,1,1,2,1,2,4,2,5,3,3,3,4,4,6,6,4,4,6,6,6,6,4,,,,4,6,6,3,3,4,,,,4,20,,,2,2,2,2,1,3,,,5,5,5,3,2,,,,3,BEACHWOOD,"44,122",US,11,4,1,4,2,2,2,1,1.8708309999999999
126,231,"2,102",11,87,1,1,1,33,"1,683",21,3,2,5:30 AM,10:43 AM,2,8,,,,,3,10,,,,,,2,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,,,,4,6,6,4,6,4,,,,4,,,,2,2,2,2,2,,,,11,4,4,4,2,,,,3,BAY VILLAGE,"44,140",US,11,6,2,3,2,2,2,1,1.8708309999999999
127,232,"2,102",11,87,1,1,1,33,"1,683",21,3,2,10:00 PM,10:43 AM,8,,,,,,3,10,,,,,,1,2,1,2,2,1,2,4,4,4,5,5,5,5,5,6,4,5,5,5,4,5,49,,,5,5,4,5,5,5,,,,4,,,,2,2,2,2,2,,,,11,5,5,4,2,,,,3,INDEPENDENCE,"44,131",US,11,3,1,3,2,2,2,1,1.8708309999999999
128,233,"2,102",11,87,1,1,1,33,"1,683",21,3,2,10:00 PM,10:43 AM,2,8,,,,,3,10,,,,,,1,0,1,0,2,1,2,5,5,5,5,5,5,5,5,6,3,6,4,6,0,4,,,,5,5,5,6,4,5,,,,2,16,,,2,2,2,2,2,8,,,11,5,5,5,1,31,,,3,BROOKLYN HTS,"44,131",US,11,3,2,2,2,2,2,1,1.8708309999999999
129,234,"2,102",11,87,1,1,1,33,"1,683",21,3,2,9:00 AM,10:43 AM,1,8,,,,,3,10,,,,,,3,0,0,1,1,1,2,0,2,3,4,4,3,3,3,4,6,6,6,6,6,3,,,,4,6,6,6,3,3,,,,3,,,,2,2,2,2,1,,,,11,3,3,6,2,,,,3,BEACHWOOD,"44,122",US,11,4,2,1,2,2,2,1,1.8708309999999999
130,235,"2,102",11,87,1,1,1,33,"1,683",21,3,2,9:00 AM,10:43 AM,1,8,,,,,12,10,,,,,,1,2,2,2,1,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,12,3,4,4,2,,,,3,BEREA,"44,017",US,11,3,2,2,2,2,2,1,1.8708309999999999
